rho,mu,method,overlap1,overlap1_std,overlap2,overlap2_std,sum,sum_std
0.0,0.13737373737373737,A,0.0769290202677394,0.004183304651026978,0.8640672379647125,0.0008766163168565861,0.47049812911622596,0.0020678117340843503
0.0,0.13737373737373737,B,0.8308890038119714,0.0015769005939097914,0.2054807846968292,0.009395244584617025,0.5181848942544002,0.004047100428914856
0.0,0.13737373737373737,naive,0.8766486505837667,0.0008424474441084516,0.10664044496022825,0.006123963801366344,0.4916445477719975,0.002834024487872087
0.0,0.1414141414141414,A,0.07484352614300983,0.003980857266171562,0.8649783192015741,0.0007612142939148448,0.469910922672292,0.0019301548516011532
0.0,0.1414141414141414,B,0.8409312682263517,0.0012419412494647213,0.18460047892843445,0.0077080822595597415,0.512765873577393,0.0034267338122252237
0.0,0.1414141414141414,naive,0.8775011294425065,0.0009004830023969928,0.10082980427598404,0.005084603748231365,0.4891654668592453,0.0024095918946082026
0.0,0.14545454545454545,A,0.07964936781160131,0.004434109948816049,0.8650864518629368,0.0009283483453832798,0.47236790983726906,0.0021741223993706994
0.0,0.14545454545454545,B,0.8463145108366316,0.0013145261512715362,0.17380927499142607,0.008290894305048055,0.5100618929140288,0.003642103689766812
0.0,0.14545454545454545,naive,0.8768353745543713,0.0009163735752677624,0.1073247920555925,0.005500112626045312,0.4920800833049819,0.002541851875312018
0.0,0.1494949494949495,A,0.07610941679489573,0.004197288532640212,0.8625620156163885,0.0008340973052777556,0.4693357162056421,0.002007654727740745
0.0,0.1494949494949495,B,0.8550058866395065,0.0010287118001424955,0.15079063735958684,0.007255554566609706,0.5028982619995467,0.003288341771337653
0.0,0.1494949494949495,naive,0.8778192292400562,0.0007946382824507706,0.1006962059408843,0.005066783284193022,0.4892577175904702,0.0024218710623564402
0.0,0.15353535353535352,A,0.09436842746339835,0.0048804877390885,0.860885486415514,0.0009898728419075638,0.47762695693945617,0.0023356836119546713
0.0,0.15353535353535352,B,0.8584966847500732,0.00101991424343637,0.15516260278995492,0.00755076492241857,0.5068296437700142,0.003399219508833697
0.0,0.15353535353535352,naive,0.8765048775173813,0.0008868450539745722,0.11408190420882824,0.005806417809550895,0.4952933908631047,0.0026625235627188632
0.0,0.15757575757575756,A,0.09108673601434543,0.004956006189835879,0.862346586479938,0.0009084114308798074,0.4767166612471418,0.0023097324434407287
